user_id,nb_commandes,montant_total,montant_moyen,nb_tickets_total,nb_tickets_moyen,delta_moyen,delta_min,delta_25,delta_75,cluster
313ba8bf-41d7-445c-aed2-a48d21f5bc21,8,1560,195.0,17,2.125,3937259.5,45795.0,2073065.25,5175593.75,2
313e2838-fae6-4ae4-bc12-0782c8bd66e2,6,946,157.66666666666666,14,2.3333333333333335,5857113.666666667,999999.0,1765654.75,8802317.5,3
3142762a-cbff-4b3e-af5c-429ca57ddbd6,6,865,144.16666666666666,13,2.1666666666666665,3334292.3333333335,999999.0,2244479.75,3569223.75,2
3149a676-71ac-45bc-94b2-0c8489c9918d,4,583,145.75,8,2.0,6432359.0,999999.0,5519127.0,8745420.0,0
314c2c00-e7fe-4ef6-8e04-318ee1991600,5,752,150.4,9,1.8,4750563.4,713451.0,868403.0,1449614.0,2
315405e6-c0c2-470a-bdc4-90a68686cce8,4,428,107.0,6,1.5,7346388.25,411212.0,852802.25,13313519.5,0
31540b42-5d4b-4530-80a4-9ee9c5aaef71,5,1093,218.6,12,2.4,4173546.4,999999.0,1044759.0,3415852.0,3
31658f39-6f34-45c7-b6f4-b90ad3218ee3,2,342,171.0,3,1.5,7048784.0,999999.0,4024391.5,10073176.5,0
3168cacd-5649-43d1-a2fe-f0bd098839c4,8,857,107.125,11,1.375,3004217.125,448067.0,894014.0,4851716.5,2
316e4a10-7790-4421-95e9-13c46a8dcf62,4,470,117.5,5,1.25,4216189.75,999999.0,2379169.5,6109411.75,0
3185fa98-bda8-4af5-bff3-697f83c43a51,5,496,99.2,7,1.4,5699238.0,999999.0,1572279.0,8908853.0,0
318a9909-ee56-42c3-95ce-ee2b2191e62c,5,774,154.8,10,2.0,6073795.2,999999.0,3197026.0,8412288.0,3
31951da1-fe46-4c51-a11e-df09fedaa6db,8,1456,182.0,18,2.25,2853638.5,19649.0,319859.0,4224994.5,2
3195f176-ef2f-4ad0-86c2-a162ac2e6068,6,1508,251.33333333333334,16,2.6666666666666665,3363722.6666666665,999999.0,2909691.25,4294897.75,3
319907fa-efc5-41a2-9f15-115776b393dd,3,238,79.33333333333333,3,1.0,5090845.666666667,999999.0,1646385.0,7136269.0,0
319c4b89-2752-4a23-850e-29dbf4d0cff0,1,100,100.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
319dff2b-8ff3-4906-9463-ef3325f05222,4,498,124.5,7,1.75,1933283.25,992353.0,998087.5,2025888.25,2
31b35344-aa03-4a3e-ba87-ee68e2595bc4,2,131,65.5,2,1.0,4775748.5,999999.0,2887873.75,6663623.25,0
31b8dc02-5acd-4ae6-8098-872d7fd37f7f,5,409,81.8,7,1.4,4659852.0,999999.0,2038032.0,8117233.0,0
31c90cba-a708-4c90-abfe-76af526e796c,6,598,99.66666666666667,10,1.6666666666666667,5160753.833333333,669698.0,1514465.0,5702751.25,2
31c9bd84-f06e-48b4-ab6b-c3641f5e7e93,4,704,176.0,8,2.0,4416583.5,743437.0,935858.5,7601631.5,3
31d4c3dd-0cea-4b24-a7de-573133211ba8,4,391,97.75,5,1.25,6653930.0,999999.0,1139316.0,9962224.5,0
31d8a14b-f420-4398-9c4e-2b527f8049f9,13,1459,112.23076923076923,19,1.4615384615384615,2448552.4615384615,35570.0,999999.0,2962364.0,2
31dfa5fa-3ec4-4348-b82b-5b36644607d2,5,520,104.0,8,1.6,5071125.0,999999.0,2362806.0,6948776.0,0
31e1fe27-9a00-48a3-a4f2-80d6b2bc2ff0,4,516,129.0,7,1.75,6968572.25,999999.0,1325408.25,12563203.5,0
31e2d381-74d8-4909-a444-40822a96d8f2,4,349,87.25,5,1.25,4425829.5,66175.0,766543.0,8264943.0,2
31e57ef0-ad2b-4660-be4a-860239b44ccd,4,745,186.25,8,2.0,5737910.0,999999.0,4521900.75,7878857.75,3
31e90178-d6cf-4038-a781-06fafd642fc6,5,1433,286.6,11,2.2,3484144.8,999999.0,1218364.0,5065971.0,3
31ede352-d9fb-4cea-93b6-f62528c142a4,2,267,133.5,3,1.5,10180868.5,999999.0,5590433.75,14771303.25,0
31f0f447-d991-4327-8ffe-3e0c609adfe5,4,334,83.5,4,1.0,1314016.25,782357.0,945588.5,1579465.75,1
31f19a47-e5c3-4f9b-9eef-58dacad0ddcf,5,853,170.6,9,1.8,5895195.8,999999.0,1812428.0,8271664.0,3
31f1dcf0-2743-4db9-9674-2e6c38fb8613,7,1383,197.57142857142858,16,2.2857142857142856,4718324.0,274907.0,541928.0,6090818.5,2
31f42b64-38c1-4089-942c-e64adebfe166,4,369,92.25,7,1.75,7103255.5,999999.0,1469630.25,8377724.25,0
31f9d5ab-9284-422e-b112-34d0d41dd5b3,2,278,139.0,2,1.0,895328.5,790658.0,842993.25,947663.75,1
32003015-510b-4d95-ab62-b3d48cafeed4,3,1201,400.3333333333333,9,3.0,8852022.666666666,999999.0,3213870.0,12778034.5,3
320365ea-961e-4196-92f7-da88835404ff,5,1349,269.8,12,2.4,5496230.8,999999.0,1152446.0,10224386.0,3
32083af7-1858-4862-bb9b-7787c2c06554,6,786,131.0,8,1.3333333333333333,3766493.1666666665,718518.0,1110453.75,4518698.5,2
320ab035-7b11-4783-ad2f-4110441e7a4e,4,852,213.0,8,2.0,6366085.5,999999.0,3105448.5,8326345.5,3
320cfd11-5ce5-4567-a922-ef1da59de98f,6,1186,197.66666666666666,14,2.3333333333333335,4283070.5,941838.0,1339557.25,7478856.75,3
320fbf67-934e-4289-90ac-a3342f520aa3,3,421,140.33333333333334,4,1.3333333333333333,3944780.0,999999.0,1556004.5,5417170.5,0
321191a5-256e-4850-a3ed-a94e1a7471e3,5,1087,217.4,12,2.4,4045285.8,999999.0,2274182.0,4191445.0,3
3214b12c-9d66-4089-b3b7-188f4b3dc3b5,4,680,170.0,9,2.25,7237849.0,999999.0,2393643.0,8061103.0,3
3216552c-03e7-44e1-839e-d720c0dd3415,10,1571,157.1,16,1.6,2740315.2,182721.0,1047659.25,2581080.0,2
3216c988-10e2-44de-b3e4-f2fda795142f,8,1599,199.875,16,2.0,2076752.25,409115.0,965843.5,2366271.5,2
321e3307-e3e1-4b85-bec2-0d2b83f30b83,5,559,111.8,6,1.2,6280941.8,999999.0,2349714.0,4806663.0,0
32229930-a408-4f3b-b077-140cc006daa9,2,770,385.0,7,3.5,6785381.5,999999.0,3892690.25,9678072.75,3
322619c3-a9e1-4c94-8a9e-8cb53cf0e5fd,5,324,64.8,7,1.4,5046024.0,999999.0,3375581.0,6644621.0,0
3232cada-4e36-4edb-a01b-5e3ecb491938,1,206,206.0,2,2.0,999999.0,999999.0,999999.0,999999.0,1
323e1fe2-398d-4f4e-80c0-c96e1d39c13b,5,436,87.2,5,1.0,6864887.2,999999.0,2430621.0,9043128.0,0
324dffcf-e738-4323-b32f-ada09860fe15,2,329,164.5,3,1.5,10145974.5,999999.0,5572986.75,14718962.25,0
324fa099-d4df-4353-8b36-d8419bbfba3c,5,1052,210.4,9,1.8,3956211.4,205233.0,822491.0,6971264.0,2
3252c4e7-b4b6-42cb-aa99-26bffe63da01,8,1253,156.625,17,2.125,3589155.5,324708.0,1002513.0,4197944.0,2
32551164-913c-43f9-8af5-c4a03a351009,1,53,53.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
3258e1ba-6c66-49dd-be0c-393ad45d6404,7,701,100.14285714285714,9,1.2857142857142858,4761131.428571428,999999.0,2078556.0,5960102.0,2
3259ce2f-ffec-45e5-a336-39a051372bac,4,531,132.75,6,1.5,8203634.25,999999.0,3835656.0,12674487.75,0
3267cb79-969a-46da-87a1-6263c4c5e51a,4,752,188.0,9,2.25,7714455.0,738070.0,934516.75,13820874.25,3
32711229-70b5-4ed8-97ab-d57959be7f84,3,370,123.33333333333333,3,1.0,7721381.0,999999.0,3471022.0,11082072.0,0
327e8dc1-151e-4e3f-9038-b02446616636,6,1086,181.0,12,2.0,5477532.0,999999.0,1493944.0,4988779.5,3
328dda40-c2af-4966-b432-ee227c7f76dd,6,691,115.16666666666667,9,1.5,2642522.5,435996.0,1074625.5,4312457.25,2
329837ad-8c99-49a9-9c0e-28c634aa14da,8,879,109.875,16,2.0,2944682.375,265759.0,888767.0,4706884.0,2
329e0755-9bba-476d-a4f0-c6db9845f755,3,677,225.66666666666666,6,2.0,6112488.333333333,999999.0,3316818.5,8668733.0,3
32ac534e-ae39-404d-ab39-abdcea083657,7,1014,144.85714285714286,12,1.7142857142857142,3087136.5714285714,999999.0,1750805.0,4173814.0,2
32acf01c-9ee6-45c3-9963-f767552703b8,10,1747,174.7,20,2.0,2979807.7,196436.0,523587.75,3951912.25,2
32b40660-75a6-4f78-833b-b6fe95a1fa78,9,663,73.66666666666667,9,1.0,3220604.777777778,999999.0,1852914.0,4717523.0,2
32b67caf-2fb3-4545-b43e-f9e117ee94d4,6,724,120.66666666666667,9,1.5,2379641.3333333335,108181.0,546170.25,2521884.0,2
32b88868-01a5-4dd3-81ba-441e2f3b0e07,5,780,156.0,8,1.6,5798592.6,999999.0,6157014.0,7199730.0,0
32cc9600-fa17-4c66-a33e-5ea5f46c0860,7,1377,196.71428571428572,16,2.2857142857142856,4687416.857142857,105507.0,1590691.5,7075382.5,2
32e2eb87-de96-472b-a3c7-7ef88b77b86b,5,813,162.6,10,2.0,6888063.4,999999.0,3788266.0,11865734.0,0
32ef188b-8b5b-4dda-8c26-97440ed4b3f6,5,883,176.6,9,1.8,5665359.0,999999.0,1952666.0,10053069.0,3
32f0b550-006c-402c-8785-e73416af5c54,9,1981,220.11111111111111,18,2.0,3509691.0,205172.0,999999.0,3619287.0,2
32f25a10-6bed-4dfb-89f3-e0adbaf4772d,5,571,114.2,9,1.8,5569975.2,999999.0,2579817.0,8411015.0,0
32f2a2da-504f-4f9d-85cc-f8337186a4fe,3,641,213.66666666666666,6,2.0,7411766.666666667,999999.0,1006600.5,10617650.5,3
32f98eab-9805-49b9-8462-c958698516de,5,678,135.6,9,1.8,5179395.2,100492.0,790069.0,2261735.0,2
32fddd6d-378c-48cf-b397-7994c893d277,3,198,66.0,3,1.0,7757805.333333333,333100.0,666549.5,11470158.0,0
32fe7938-faae-44a9-9536-ebe759c3e1a5,6,1218,203.0,12,2.0,5180632.333333333,592983.0,1561781.75,7483859.5,3
3312de29-f3e4-4427-b44a-5fe210b4d143,6,1869,311.5,18,3.0,5727364.833333333,163011.0,1437459.75,7622061.25,3
3315ba74-135d-409c-934b-8684139e9f70,4,547,136.75,9,2.25,4253558.0,394058.0,848513.75,4660632.25,2
33257bdb-c004-4c07-bcd8-4784f7824340,3,303,101.0,5,1.6666666666666667,4151741.0,999999.0,1970401.5,5727612.0,0
332c7ac1-acdf-4ed3-8e94-3edb97636b54,3,341,113.66666666666667,5,1.6666666666666667,1996984.0,11889.0,505944.0,2989531.5,2
332d81c9-29c0-4a3e-8884-ef5e7199d096,7,698,99.71428571428571,7,1.0,4247464.714285715,692433.0,913286.5,6890635.5,2
334d139e-209f-48c4-b5ca-4273827f7086,8,778,97.25,11,1.375,3083424.5,241041.0,916073.75,4981424.75,2
334d6dbd-291a-43f1-bae3-ec4657b80cd6,3,733,244.33333333333334,7,2.3333333333333335,4431061.666666667,999999.0,1584754.0,6146593.0,3
334ffda7-041b-484c-83c1-d837d45db734,10,1174,117.4,15,1.5,2792882.6,220360.0,880748.25,3547101.5,2
335a4add-ea14-4d7f-b968-68b90c4b9cbb,5,741,148.2,9,1.8,5682206.6,999999.0,1251870.0,10495976.0,3
335e2004-3d9f-43d6-9a34-48405626f0d8,9,1981,220.11111111111111,21,2.3333333333333335,3201478.5555555555,364371.0,1658016.0,2808653.0,2
336114c7-0a6d-4ff1-9ca5-da78bbccf488,6,795,132.5,14,2.3333333333333335,4247383.833333333,108234.0,1149937.75,4901059.5,2
336786bd-55a1-460a-8e69-831c75566aa8,4,517,129.25,5,1.25,6533041.25,999999.0,1013286.75,8500434.0,0
336e146a-1d5f-4729-a1b6-c97a79a8a6d3,5,739,147.8,11,2.2,3022352.4,999999.0,1209348.0,4236143.0,2
337b5094-860c-4877-8fe7-26923c72a06a,4,850,212.5,12,3.0,3017849.0,999999.0,1614936.0,3312872.5,3
337d5b2d-1216-4fbd-af3b-a3406fb4f044,8,1117,139.625,11,1.375,2790369.375,886738.0,1191492.75,3732766.25,2
3384bc28-f124-4a50-b19c-74f9ae355199,4,540,135.0,5,1.25,4798966.25,999999.0,3605048.25,5918137.0,0
339e2ffc-36ac-467b-898c-82d71dba8803,7,1523,217.57142857142858,15,2.142857142857143,4527408.285714285,999999.0,1839129.0,4713223.5,3
33a5c6e9-802f-4773-9092-e9a410b9066d,4,562,140.5,5,1.25,5498388.5,999999.0,1028950.5,8477543.0,0
33a831e4-18b9-48ee-8581-0d11d5106f67,3,705,235.0,6,2.0,5199222.333333333,999999.0,1615059.5,7298834.0,3
33b18b6a-ea58-477c-89ed-710f07b767a2,6,607,101.16666666666667,7,1.1666666666666667,5054079.166666667,819053.0,1238484.5,8401150.75,2
33b27e51-9322-400d-a977-6112da8307ad,6,1056,176.0,12,2.0,4162943.0,999999.0,1207456.75,4628126.0,2
33bf6c45-6b21-4ee0-bd18-121cfe5b6899,2,255,127.5,2,1.0,5621728.0,999999.0,3310863.5,7932592.5,0
33c56d67-fa40-4e37-9674-3a9ce74cf73b,3,513,171.0,5,1.6666666666666667,4907011.666666667,999999.0,2672494.0,6860518.0,0
33ca7eb4-3075-4f58-9d8c-0e65ef3ccd2b,6,657,109.5,7,1.1666666666666667,2340721.3333333335,280688.0,1022389.0,2717451.25,2
33d01a25-a37c-49b5-86c8-910d6641e2b7,2,429,214.5,7,3.5,3289390.5,999999.0,2144694.75,4434086.25,3
33d44212-6e20-451a-882d-7e0ad9caa3a0,5,367,73.4,7,1.4,5482607.6,541562.0,999999.0,10186798.0,0
33d4787b-d7dc-4537-b1dc-0ef1c95d690f,1,128,128.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
33d4fbcb-a765-4eba-a8ee-3412c8c1836f,4,984,246.0,9,2.25,7051882.75,999999.0,1822239.0,7549645.25,3
33e4dfa1-75ac-41ca-a756-703fcfa3a8f8,2,358,179.0,3,1.5,8246871.0,999999.0,4623435.0,11870307.0,0
33ede8cb-9a6e-41ab-b43c-2961913cde02,7,1255,179.28571428571428,13,1.8571428571428572,4794717.571428572,999999.0,1487056.5,7150681.0,2
33f13521-8452-4cbf-aa55-31fce93173b5,8,1741,217.625,15,1.875,3727746.125,149946.0,844472.25,1617478.0,2
33f501ad-867c-4eb7-b085-a57a2fd67afd,5,699,139.8,7,1.4,6272395.4,999999.0,1858970.0,4942795.0,2
33f79778-2685-47b1-8925-815cebe9e026,4,739,184.75,7,1.75,7996526.0,999999.0,2753022.0,12981976.5,0
33ff0cb5-bc2b-4a5c-b310-9d0d6dcf778a,2,84,42.0,2,1.0,3892679.0,999999.0,2446339.0,5339019.0,1
3406a546-a112-47db-8101-b0e9bafdb9ae,4,414,103.5,4,1.0,2208206.25,999999.0,1546797.0,2706895.75,1
340e3580-13d1-4861-b1d8-6c1119f4edce,7,863,123.28571428571429,11,1.5714285714285714,4329081.857142857,999999.0,1675208.5,6194892.5,2
340f53e0-bba0-4054-8791-1bdf35df7fc4,4,442,110.5,5,1.25,3992974.25,692740.0,923184.25,4077226.0,2
3418ae5b-084c-43ee-84e8-256540a9e423,3,345,115.0,9,3.0,4539391.666666667,258127.0,629063.0,6680024.0,3
3420458c-f8df-4cec-adac-589430479d94,5,815,163.0,7,1.4,3818096.4,999999.0,2161950.0,5946913.0,2
3429f02f-d50c-4e0a-a1b4-e7472d745e0e,5,768,153.6,9,1.8,4211611.4,999999.0,1341990.0,5559179.0,2
342fbc43-0de8-4a0f-a172-0d43ea3efbc6,2,196,98.0,2,1.0,15996600.5,999999.0,8498299.75,23494901.25,0
343410b3-3bc5-4e86-86ed-67b532b7c5a3,3,307,102.33333333333333,3,1.0,5189419.666666667,999999.0,2286330.0,7284130.0,0
344e7619-ff4d-436d-8f06-517f5da0eb2a,4,432,108.0,5,1.25,8376548.75,999999.0,3760941.0,12946050.25,0
34534f11-fbad-4b70-83c3-d5200cdd0fef,5,1272,254.4,11,2.2,4215733.4,999999.0,1425289.0,7145497.0,3
34581f8b-b145-44a1-a490-d9db4b31ddd9,2,917,458.5,7,3.5,6798536.5,999999.0,3899267.75,9697805.25,3
345e9f7b-a961-4935-baf6-a6ba08783fea,3,413,137.66666666666666,4,1.3333333333333333,2614594.3333333335,833171.0,916585.0,3505306.0,1
34633eac-3a86-405a-a5b2-eca7052f6930,3,315,105.0,5,1.6666666666666667,10344780.333333334,999999.0,1678660.0,15017171.0,0
347ea273-a387-404b-98f1-ddc90a972fb6,9,1044,116.0,17,1.8888888888888888,3706925.6666666665,261948.0,1960451.0,5928436.0,2
34892d34-23c3-44d6-8e07-47a6ae8a6765,7,874,124.85714285714286,13,1.8571428571428572,3669415.5714285714,280084.0,475520.0,6660214.0,2
348eb458-4b8a-4f63-9c46-28369942bd4a,8,826,103.25,12,1.5,4122502.625,460371.0,1702242.0,6308650.75,2
34a8e8df-dc0c-4f23-bd28-79f92a358943,5,431,86.2,7,1.4,2842156.8,387576.0,999999.0,4001356.0,2
34a8f724-787a-4f96-8c61-b0ca49265b3c,6,627,104.5,8,1.3333333333333333,5161368.5,999999.0,3490060.75,6442926.0,0
34b350a7-5b06-4bc6-9a0c-86f2bd904037,5,789,157.8,8,1.6,6439026.8,584907.0,999999.0,11771999.0,2
34b4f99d-3026-4f33-b8d8-539d520c8954,6,501,83.5,6,1.0,5712661.0,105421.0,1697440.0,8714788.5,2
34b622ba-25c7-40db-b003-ba5017e7b6f0,6,953,158.83333333333334,10,1.6666666666666667,3739090.8333333335,421776.0,760868.25,6494482.75,2
34bea2bb-ceb3-436c-b71b-83200cca0709,5,437,87.4,6,1.2,5399128.6,999999.0,1139754.0,4445975.0,2
34c1a8f2-5c23-4b44-8a27-7a085310cb1d,6,1241,206.83333333333334,12,2.0,3200841.0,999999.0,1358706.75,4551506.75,3
34c2228d-c534-4c51-95b2-87dde106811f,6,837,139.5,10,1.6666666666666667,2061261.0,440466.0,898774.5,2473010.25,2
34c82498-a0cb-4192-948b-c70f5ce230df,4,992,248.0,9,2.25,7141961.25,999999.0,3145788.0,11165701.75,3
34cc0f31-0b8b-4324-b9c1-1d16b17d8df9,4,867,216.75,10,2.5,8382346.75,999999.0,4818621.0,13164929.25,3
34d2c011-d521-44b3-b966-aff85134ae7f,4,997,249.25,9,2.25,7355700.5,999999.0,1600680.75,11021263.75,3
34d81332-d4e6-4070-82f5-8550f9ebd3cf,3,548,182.66666666666666,6,2.0,2752993.6666666665,999999.0,1711194.5,3629491.0,3
34d86271-2d1e-4057-b1f9-6e3418a2fd7a,7,1262,180.28571428571428,13,1.8571428571428572,4855953.571428572,62886.0,1278165.0,5031390.0,2
34dbb8db-20cb-469a-91ad-8905fb838d62,5,920,184.0,9,1.8,5807456.6,566904.0,999999.0,3533577.0,2
34e7624e-bd2c-40d3-929d-242588efbee8,4,431,107.75,6,1.5,6666944.5,999999.0,2598153.0,8655522.5,0
34e7a75b-e752-4b04-a55f-7b9d747f8ebe,7,749,107.0,11,1.5714285714285714,4514597.428571428,452897.0,986090.0,6448339.5,2
34e930ed-ed5e-4a30-9d2f-9d29aa530d55,8,1153,144.125,15,1.875,3789151.875,999999.0,2010555.0,4398527.25,2
34ecf305-47df-4514-8d45-9a3e864f3894,4,311,77.75,4,1.0,6974283.5,999999.0,1429320.0,11303132.5,0
34ef78bb-12c3-4a73-94c3-f0599670934f,1,87,87.0,3,3.0,999999.0,999999.0,999999.0,999999.0,1
34fb51c9-7e7b-4683-85aa-88b4359d809d,7,850,121.42857142857143,10,1.4285714285714286,3525242.8571428573,585359.0,1027666.0,6060269.5,2
35150ff7-b58e-4ee6-b50e-06a762d856d5,4,825,206.25,7,1.75,8047387.75,999999.0,2027246.25,12534916.0,0
35280adf-530c-47e8-b53b-b545fc6e04f7,6,665,110.83333333333333,8,1.3333333333333333,4725516.0,999999.0,3218830.75,5608828.75,2
3529feb2-ed8b-4f9a-9282-1519a4b89119,11,1705,155.0,23,2.090909090909091,2877597.727272727,258466.0,1173444.0,3597199.0,2
352f43c2-b025-4191-a223-1b147a7bb322,2,128,64.0,3,1.5,9038807.0,999999.0,5019403.0,13058211.0,0
35322e2f-a3a8-4e1e-98ac-9d2898c69d82,3,608,202.66666666666666,6,2.0,9648497.333333334,999999.0,6163988.5,13972746.5,0
353989bb-b5e9-43f9-a96d-a93b63aca76f,2,239,119.5,3,1.5,10373944.5,999999.0,5686971.75,15060917.25,0
354ad1cc-711d-4539-83d6-d7ef4396ada2,5,738,147.6,8,1.6,5699158.8,287054.0,999999.0,12061558.0,2
3552de91-fbd3-4368-8722-a9712130cacc,5,292,58.4,6,1.2,4713566.0,254217.0,999999.0,7720292.0,2
3556fe49-18ce-4bff-ba7e-e6ac4cf39399,4,430,107.5,5,1.25,4986749.0,999999.0,2609688.0,7464906.0,0
355ebe64-4d75-459e-b07b-64e6f51f90e4,7,868,124.0,12,1.7142857142857142,4036598.285714286,999999.0,1525018.5,5836531.0,2
355f99d1-7040-495a-8388-faf270a0fe04,1,66,66.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
3565c9e0-e36b-4aee-923a-6d20f9cd49ea,7,1148,164.0,12,1.7142857142857142,3144040.4285714286,314735.0,664850.5,4413987.0,2
357726c1-57b3-4a81-be02-a016783269d5,5,1185,237.0,12,2.4,5672821.0,31838.0,738461.0,10801023.0,3
357cc324-d390-4bbe-9055-e146c04f306e,4,864,216.0,9,2.25,2809642.0,999999.0,2155484.25,3197427.75,3
357f0dbc-7d25-4d82-85a1-765d427dfc81,5,793,158.6,7,1.4,6065738.0,999999.0,1475761.0,3807227.0,2
3584c983-1e8c-49cb-85b0-b9e0e4db6c51,5,797,159.4,9,1.8,2252202.8,696978.0,776770.0,1938821.0,2
35870406-818a-4616-bed4-b05a00aaaf3e,4,448,112.0,4,1.0,3974955.5,70777.0,767693.5,5469887.0,2
358e4e98-8dfb-44e1-8bb3-527c4178048a,4,993,248.25,10,2.5,4253964.5,999999.0,1460529.0,5874347.5,3
358f2609-af2d-46a2-87a5-d103e2453cd8,5,635,127.0,7,1.4,5047013.0,999999.0,2367050.0,4047392.0,2
35a36279-db6b-4db2-9ef0-5f45a95defa6,5,450,90.0,8,1.6,3917137.8,517450.0,999999.0,4379437.0,2
35a4a819-c772-43dd-8d05-224c553ce2cd,8,848,106.0,13,1.625,3899192.25,999999.0,1466246.5,4632310.75,2
35a80c75-2d25-4595-96b3-8ab2f8c2e007,2,285,142.5,2,1.0,2552473.5,999999.0,1776236.25,3328710.75,1
35aaef14-e008-476e-a3e8-601938d261be,2,218,109.0,5,2.5,3690621.0,999999.0,2345310.0,5035932.0,0
35b7a9c5-1682-4aa4-9fcf-539425830ddd,1,135,135.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
35bb8db9-edfe-46e7-9268-d2fafb06fb4d,5,921,184.2,11,2.2,5200229.2,605032.0,999999.0,6109870.0,3
35e2cc4c-3558-489c-94e5-8f027b62c94a,5,949,189.8,10,2.0,5890176.0,999999.0,2663543.0,9614221.0,3
35e6b51e-d03b-42e9-b016-49bf3326f7a4,6,874,145.66666666666666,10,1.6666666666666667,5139366.166666667,426544.0,1175639.5,2729703.25,2
35f0cb0f-62fd-4727-af41-1fbdc612d91d,2,126,63.0,2,1.0,2926540.0,999999.0,1963269.5,3889810.5,1
35f2a08d-3b7e-4952-a323-bc38488534e1,2,173,86.5,2,1.0,3698971.0,999999.0,2349485.0,5048457.0,1
35fa2ea3-8f7d-4faa-844a-6822664287a7,7,1221,174.42857142857142,12,1.7142857142857142,3488159.4285714286,610013.0,898974.5,3864227.5,2
3601113d-bf54-48e5-ad07-0c236d538f58,5,774,154.8,13,2.6,6317288.6,999999.0,3820283.0,7344975.0,3
3607431c-2974-4956-9292-2a784b6cf12c,7,1004,143.42857142857142,12,1.7142857142857142,4054734.285714286,89148.0,1018918.5,4183909.0,2
3617637e-37db-4815-81f5-9c6dbe602480,3,246,82.0,3,1.0,9144656.333333334,999999.0,2548433.0,13216985.0,0
361bc38f-20fb-4727-bf5d-a92657cbb7b1,3,247,82.33333333333333,3,1.0,3045298.6666666665,614193.0,807096.0,4260851.5,1
361d3d07-012e-4521-83ee-70de26782526,1,82,82.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
36206dd3-a513-40cf-993d-c9d142f5e69f,8,1697,212.125,17,2.125,3751350.625,271915.0,888527.5,6225615.25,2
36471479-af64-4328-aa29-0b2b3bf28882,2,487,243.5,9,4.5,9994257.5,999999.0,5497128.25,14491386.75,3
36535708-ce95-4a5a-8f86-dbbfc7c33282,6,1116,186.0,11,1.8333333333333333,4094573.3333333335,965462.0,1095130.0,6796474.0,2
36565a57-538b-4984-b7ae-7ffe8b7b4984,7,1048,149.71428571428572,13,1.8571428571428572,3117991.4285714286,497399.0,1328378.0,4852224.5,2
365d5772-1443-43d6-b209-f6998a00ccb2,5,604,120.8,7,1.4,6656613.8,999999.0,2799460.0,6315547.0,0
3667d46b-9c22-44e7-ae9c-696dba1d8adc,4,1007,251.75,9,2.25,3405970.0,92862.0,773214.75,4123493.25,3
366bbec1-e112-4987-b6ec-18be7d3a7600,4,291,72.75,6,1.5,6301755.75,999999.0,1538186.25,7370515.5,0
3675956e-9247-4036-bc9b-bf6b6f0f6d59,4,878,219.5,9,2.25,7838667.75,999999.0,2472495.0,9969610.25,3
3677389f-854e-400a-84b7-5cd0f5db4662,12,1906,158.83333333333334,24,2.0,2857676.9166666665,147637.0,2005198.5,3621861.75,2
367db98c-f178-4d0b-8c36-7b679ed8ee15,6,704,117.33333333333333,9,1.5,5129100.666666667,999999.0,2256196.25,7216846.75,2
36860a4c-6b23-494c-a7f1-999d120ba129,8,1266,158.25,16,2.0,3161729.375,999999.0,1726314.5,4385764.0,2
368efa38-ef31-4aa9-bb79-e96fe4546ed0,3,258,86.0,3,1.0,4602852.333333333,60676.0,530337.5,6873940.5,0
36952f7c-4d18-4ccd-9039-21340fb4e5a3,2,195,97.5,3,1.5,6248521.0,999999.0,3624260.0,8872782.0,0
36993eed-280c-41ad-b8a1-cbff6c33681f,4,1120,280.0,12,3.0,5493568.0,43980.0,760994.25,6313622.75,3
369d4dc5-cb42-4c26-be1d-4324f49a2a84,6,447,74.5,7,1.1666666666666667,5185441.333333333,586501.0,1004299.75,9454803.0,2
36b215b8-da82-4d97-96f5-9fdf7114de1b,7,1108,158.28571428571428,12,1.7142857142857142,3114639.714285714,705449.0,1035425.5,3643641.5,2
36b443ed-d273-49a8-b8bc-e14867ac11f2,2,203,101.5,2,1.0,13338148.0,999999.0,7169073.5,19507222.5,0
36b716b0-06b0-4ee4-92c3-c869c0bb0ef7,5,590,118.0,7,1.4,4912708.8,999999.0,1762701.0,6011871.0,2
36bc11ec-366f-4caa-82d2-412b0266119f,7,964,137.71428571428572,12,1.7142857142857142,3616643.5714285714,909121.0,1124998.5,5319363.5,2
36bd5baa-3573-45a8-b444-2cae716cdc3e,8,1164,145.5,11,1.375,3917684.875,999999.0,2032945.25,4206961.0,2
36bedd9c-a0bd-404e-adad-de52a730b37e,8,1485,185.625,17,2.125,2804605.25,256125.0,1430777.25,3550299.5,2
36c04bdc-04b6-4a24-9910-5cc1ec60e074,6,526,87.66666666666667,9,1.5,3374328.6666666665,999999.0,2165991.0,4135205.5,2
36c0f57c-9b15-4bf9-95d5-414c7d8bd6e4,8,811,101.375,10,1.25,4045681.875,101116.0,1175364.75,6239495.25,2
36e56a6a-eea3-4505-9d6f-de2ccea10bd1,2,239,119.5,2,1.0,13025050.5,999999.0,7012524.75,19037576.25,0
